pi^0,pi^1,pi^2,pi^3,mu^0_0,mu^0_1,mu^1_0,mu^1_1,mu^2_0,mu^2_1,mu^3_0,mu^3_1,sigma^0_00,sigma^0_01,sigma^0_10,sigma^0_11,sigma^1_00,sigma^1_01,sigma^1_10,sigma^1_11,sigma^2_00,sigma^2_01,sigma^2_10,sigma^2_11,sigma^3_00,sigma^3_01,sigma^3_10,sigma^3_11,logL,pi^0,pi^1,pi^2,pi^3,mu^0_0,mu^0_1,mu^1_0,mu^1_1,mu^2_0,mu^2_1,mu^3_0,mu^3_1,sigma^0_00,sigma^0_01,sigma^0_10,sigma^0_11,sigma^1_00,sigma^1_01,sigma^1_10,sigma^1_11,sigma^2_00,sigma^2_01,sigma^2_10,sigma^2_11,sigma^3_00,sigma^3_01,sigma^3_10,sigma^3_11,logL,step
0.271374,0.515488,0.0429374,0.1702,-7.312,-1.26125,-3.6431,-3.12703,-2.74933,1.34205,-1.10788,4.61835,1.7865,0.0110644,0.0110644,4.20517,0.962589,-0.524977,-0.524977,0.00260206,0.363642,-0.765318,-0.765318,0.130214,0.0728753,-2.58415,-2.58415,0.360358,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0223146,0.253371,0.031286,0.693028,-5.81169,-5.56943,-1.38918,-3.18879,3.27321,1.05217,1.9953,-1.57442,3.4447,0.756257,0.756257,0.678195,1.53836,-0.713342,-0.713342,0.558272,0.147965,-0.0340104,-0.0340104,1.29614,0.692684,-1.28093,-1.28093,0.653901,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.346084,0.0310439,0.269788,0.353085,4.28165,-7.0618,6.27991,2.78708,-7.07575,-0.927123,2.0905,-9.98715,2.04603,0.265423,0.265423,0.934085,0.564925,-0.641166,-0.641166,0.580159,0.00201254,-0.182811,-0.182811,1.46004,2.14066,-1.64478,-1.64478,1.86973,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.152147,0.0195983,0.389644,0.438611,-6.10096,6.16348,-2.54812,6.90223,-4.71963,-2.83784,6.08985,-4.73627,0.0101622,-0.100795,-0.100795,1.53258,5.53627,-0.0273827,-0.0273827,0.278147,0.024923,0.113005,0.113005,0.783107,1.79893,0.0200187,0.0200187,0.364593,-37085.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0424284,0.592955,0.185335,0.179281,0.46831,6.49659,1.43359,-2.93321,8.8022,4.54124,-4.70256,-9.34656,0.258069,-0.474056,-0.474056,0.0838999,0.259253,-0.0594918,-0.0594918,0.228728,0.612382,-0.167118,-0.167118,0.541878,0.377714,-0.934416,-0.934416,0.0209488,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.453464,0.0969779,0.135173,0.314385,-2.88297,6.2469,7.76739,-3.60914,8.90625,-5.18595,3.67269,7.62015,0.464642,-0.453788,-0.453788,0.0528684,0.248294,0.218107,0.218107,0.529748,0.728726,-0.581879,-0.581879,0.588359,0.513148,-0.244445,-0.244445,0.161322,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.517512,0.0226002,0.32479,0.135097,-6.01366,4.76214,4.68006,6.93656,1.94043,7.50276,-6.10649,6.07089,2.26292,-0.0207108,-0.0207108,1.27996,0.0153742,0.785827,0.785827,0.00207644,0.12519,-0.196217,-0.196217,0.00745588,1.28476,0.842648,0.842648,0.0924393,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.11671,0.318855,0.53364,0.030795,5.98779,-4.3201,8.20428,-1.41835,0.946864,-2.69642,-7.12781,2.98295,0.0541034,-0.694872,-0.694872,0.0126292,0.295539,-0.262504,-0.262504,0.909614,1.67312,-0.849615,-0.849615,1.2034,5.32984,0.763199,0.763199,0.215363,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.245559,0.238224,0.236656,0.279562,4.41133,-6.4694,0.964808,-7.70388,7.30125,2.40689,0.579964,0.437746,1.96496,0.19532,0.19532,0.193117,0.259348,-0.142225,-0.142225,0.387071,0.693768,2.83651,2.83651,2.36338,2.42499,0.136562,0.136562,3.01857,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.308016,0.154896,0.282345,0.254743,-5.55107,-7.2695,5.01033,-3.2762,8.99266,1.63119,3.21202,-9.54779,2.61653,0.0585629,0.0585629,3.79063,0.324136,0.171401,0.171401,0.00252434,0.0108632,0.1929,0.1929,0.926009,0.00764266,-0.875714,-0.875714,0.178841,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.367716,0.22263,0.386926,0.0227283,-6.8688,0.886244,2.32802,-1.53532,9.09187,-9.07626,4.82988,-3.31255,0.700803,-0.321495,-0.321495,0.413955,0.0561977,-1.17321,-1.17321,0.126897,0.0833255,0.0472975,0.0472975,0.190179,0.128403,1.56398,1.56398,2.16022,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.056162,0.308955,0.590201,0.044682,8.84712,-7.80563,-3.64389,5.70998,6.05161,-2.28977,-3.01279,2.5414,0.653925,0.00698596,0.00698596,0.924938,0.113874,-0.0190335,-0.0190335,1.89597,1.50052,-0.0655774,-0.0655774,0.369088,2.26333,-0.906625,-0.906625,0.295579,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.429956,0.170405,0.137702,0.261937,-6.0066,1.15616,2.99463,5.94763,-7.12578,-9.65848,-3.43082,3.63101,0.00037758,-0.643374,-0.643374,0.0538231,0.899291,-0.0706454,-0.0706454,1.70846,2.21063,-0.895817,-0.895817,0.0421329,1.62151,0.5021,0.5021,1.91018,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.379021,0.151916,0.402268,0.0667952,-2.99264,-7.25788,-0.939779,-7.86655,0.560402,-8.2391,0.545546,-5.49167,0.900863,0.194898,0.194898,0.0871096,0.136625,0.354653,0.354653,0.0742641,2.833,-4.36783,-4.36783,0.00598244,0.076669,-0.581835,-0.581835,0.205199,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.126214,0.319442,0.215163,0.33918,3.55813,-5.71465,2.74558,2.17726,9.2838,7.08755,-5.22373,1.94725,1.30048,0.651201,0.651201,0.647326,0.0635211,-0.0401322,-0.0401322,0.562236,1.58846,-0.0642438,-0.0642438,2.00145,4.52604,0.805489,0.805489,0.69786,-12497.2,0.289909,0.39375,0.00290195,0.313439,1.96121,-1.89774,1.94791,1.97295,4.87403,1.09688,-1.96565,0.804766,0.903687,0.0830455,0.0830455,1.1312,0.897418,0.0780586,0.0780586,0.957076,0.0120825,-0.214099,-0.214099,3.84739,1.18876,-0.0345291,-0.0345291,4.27533,-4044.35,64
0.147638,0.253846,0.341886,0.256629,-2.17063,-8.10146,1.36023,-9.63566,9.17405,-0.401057,5.41833,5.1088,0.726412,0.0131477,0.0131477,1.45221,0.00877554,-0.328046,-0.328046,1.55011,4.45327,0.00505858,0.00505858,1.45072,3.0223,2.78069,2.78069,0.507425,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.378845,0.0232973,0.292177,0.305681,-9.54119,3.68867,-9.68973,6.0428,-5.90939,-7.86261,8.39906,-6.00253,0.639518,-0.220349,-0.220349,0.086198,0.00998096,-0.107667,-0.107667,1.88963,1.26645,-0.852844,-0.852844,0.769217,1.46115,0.394849,0.394849,1.27513,-55491.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.201332,0.254025,0.135158,0.409485,-1.85464,-7.58316,-0.364913,-2.34592,-4.65118,1.00843,-8.26555,9.7257,1.07843,-0.368338,-0.368338,0.935274,0.0317818,0.425202,0.425202,0.00478811,0.947553,1.8181,1.8181,4.23093,1.86079,-0.20119,-0.20119,1.63039,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.303513,0.229103,0.212352,0.255033,-1.97206,-0.843344,1.59398,-0.793873,-8.57474,-7.85847,4.40693,5.39411,0.17495,-0.0353301,-0.0353301,1.14687,2.38835,0.2967,0.2967,0.243174,0.108085,0.656873,0.656873,0.271782,0.383394,0.663013,0.663013,4.2771,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.177854,0.60287,0.0498246,0.169452,4.74094,-7.50276,-6.51155,-4.92363,-2.32589,-0.603449,-3.92034,7.35467,5.16679,-0.698056,-0.698056,1.55979,0.0418011,1.42096,1.42096,1.94302,0.384622,0.154871,0.154871,0.515744,0.786326,-0.878713,-0.878713,0.180605,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0125632,0.443664,0.414306,0.129467,7.74602,1.45171,4.59764,-1.1295,7.87049,9.88847,-6.30769,-9.87651,0.234324,-0.208183,-0.208183,2.05326,0.177685,0.843039,0.843039,0.40478,0.0359297,1.24755,1.24755,0.160335,0.00502927,0.329734,0.329734,0.62129,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.435794,0.00374867,0.531642,0.0288156,1.76173,-3.61858,-3.22896,-5.49827,3.47667,-2.15768,2.8601,-7.66526,0.656603,-0.0317565,-0.0317565,2.57551,1.92498,-0.69245,-0.69245,0.00318896,0.550534,0.328951,0.328951,2.98194,1.73795,-0.0260692,-0.0260692,1.56842,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.293456,0.189823,0.214419,0.302302,4.69111,-7.89007,9.0789,0.715283,4.50169,0.220071,8.85026,0.315793,0.0990501,1.28582,1.28582,2.40021,0.0703774,0.276086,0.276086,1.16906,0.159082,0.071606,0.071606,0.031086,0.0457541,-1.43932,-1.43932,0.00763239,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.270669,0.388291,0.305226,0.0358142,-6.9802,6.22731,3.58204,-4.20566,4.01236,-4.68656,-6.78497,6.10374,0.27174,0.298632,0.298632,1.58654,0.224542,-1.67036,-1.67036,0.0776538,0.0247379,1.11947,1.11947,3.56305,0.682084,-0.961884,-0.961884,0.142789,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0238393,0.335824,0.402459,0.237878,-5.94185,1.51664,5.01121,2.98529,-7.16868,3.82122,-1.97953,-8.43323,0.264518,-0.969707,-0.969707,1.41,0.00191928,0.612659,0.612659,0.0821634,0.00899097,-0.718101,-0.718101,0.219489,0.449058,-0.000708657,-0.000708657,0.231589,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.310244,0.21073,0.186665,0.292361,-5.56668,-1.7339,7.54216,-4.90687,-9.66051,-6.66294,5.6735,-4.26085,4.47657,0.0992521,0.0992521,1.00062,0.131455,0.577477,0.577477,1.07652,0.28095,0.983723,0.983723,0.84596,0.53265,0.0915309,0.0915309,0.00376024,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.368632,0.375081,0.167807,0.0884797,9.8185,-9.92662,-6.88999,-2.74478,-4.67223,-7.37326,4.78877,1.74688,0.287268,0.00953479,0.00953479,0.0177792,0.373083,1.44001,1.44001,0.432737,6.61769,-2.52195,-2.52195,0.0096983,0.459751,-0.779594,-0.779594,0.139395,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.223742,0.374491,0.312126,0.0896406,-6.79414,-3.26474,3.60964,8.85912,-5.41062,5.81879,7.93713,-5.22803,2.21097,0.211008,0.211008,0.746983,0.90045,0.0654452,0.0654452,1.16395,1.01337,-0.0797491,-0.0797491,0.361341,0.00304087,-0.690911,-0.690911,0.0630956,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.272358,0.0918792,0.288097,0.347665,7.14728,5.3144,6.87099,-5.5086,2.30892,-2.86943,-0.691572,-2.41413,4.18991,0.417196,0.417196,0.14418,0.0685041,0.0807612,0.0807612,1.34803,2.51325,1.6089,1.6089,0.0629185,0.0429039,2.25914,2.25914,0.631363,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.163087,0.283087,0.291385,0.262442,-7.03644,6.56675,6.1743,5.27187,-7.91904,-0.788489,8.47698,-2.41599,0.00164225,1.31338,1.31338,0.0275928,0.76113,0.0011617,0.0011617,0.353212,0.0145713,0.572573,0.572573,1.38237,0.913382,-1.09991,-1.09991,0.194013,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.135984,0.321543,0.00448726,0.537986,1.87485,4.91957,6.47895,0.967538,-5.83396,5.76858,-9.28183,9.62072,0.0345591,-0.0428645,-0.0428645,0.00312084,1.80796,-0.0940833,-0.0940833,0.00290722,2.51511,-0.518365,-0.518365,0.00305332,0.312951,1.88786,1.88786,0.941844,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.220107,0.485949,0.061229,0.232715,-3.4205,-2.99501,0.861303,1.2387,-5.66583,-3.11491,-2.53708,-8.14437,1.62677,-1.07116,-1.07116,1.87388,5.10159,-0.171183,-0.171183,1.23006,0.160945,0.427607,0.427607,0.287393,0.151306,-1.31416,-1.31416,5.23,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.100368,0.29996,0.580991,0.0186804,7.88376,4.82796,3.90126,4.08812,-2.43337,-6.87506,-6.29815,-9.43664,4.01571,-0.105751,-0.105751,0.149179,0.586453,1.17262,1.17262,0.00047356,0.149795,-0.157735,-0.157735,0.888268,0.141552,0.794094,0.794094,0.00739024,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.105163,0.445302,0.253204,0.196331,9.1456,-2.30803,6.33994,-7.72602,9.67806,5.01992,0.724129,-2.71666,2.27507,-0.686277,-0.686277,1.13166,0.705454,0.902271,0.902271,0.0235112,0.530588,0.368691,0.368691,0.719525,2.13594,-6.97911e-06,-6.97911e-06,1.10196,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.379279,0.0288387,0.275305,0.316577,-0.305727,3.57222,-9.99182,6.76017,-1.45653,-6.53396,2.36019,5.12611,0.00834827,-0.563413,-0.563413,0.0167949,0.189132,1.37703,1.37703,0.109776,0.173077,0.779733,0.779733,1.01689,0.0371342,0.356331,0.356331,2.26885,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0888643,0.350412,0.438238,0.122485,6.47522,-8.0546,-6.31947,8.69005,-4.48614,7.14679,0.993001,6.03317,0.752128,-1.1798,-1.1798,0.502548,1.11613,0.0225261,0.0225261,1.79395,0.45542,-0.0864212,-0.0864212,1.07995,0.2739,0.459145,0.459145,0.0948343,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0418521,0.120967,0.454087,0.383093,5.34341,-6.80774,-9.32409,-9.71722,-4.26709,-4.26601,2.13058,4.86043,1.9338,0.247145,0.247145,1.86967,2.45544,0.0300486,0.0300486,0.033508,0.129393,-0.142956,-0.142956,0.238792,0.000122006,0.593594,0.593594,0.348494,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.302963,0.0605087,0.295792,0.340737,-8.46353,7.48399,9.7415,6.11677,2.4349,-0.201712,0.589594,-1.36939,0.263893,-0.122925,-0.122925,3.47974,0.195422,0.0144812,0.0144812,3.47896,1.09253,-0.513931,-0.513931,0.0815164,0.968246,-0.0691008,-0.0691008,1.66164,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.253606,0.617248,0.0740624,0.0550834,-3.5818,0.263487,6.71426,5.33801,-5.85355,-1.97785,-7.77707,-2.56029,0.7579,0.0828925,0.0828925,0.0768119,0.392498,1.64852,1.64852,0.201601,0.00555334,-0.0012341,-0.0012341,0.264626,0.437914,-0.954958,-0.954958,0.0830269,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0522611,0.197556,0.354591,0.395592,0.842281,-6.1656,-2.37809,-6.18774,-1.20717,4.61845,2.74251,-2.80906,0.874974,-0.639612,-0.639612,0.199509,1.73577,0.0690536,0.0690536,2.05909,1.22746,-0.414448,-0.414448,0.0504588,0.0148875,0.23516,0.23516,0.600625,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.127838,0.378364,0.480569,0.0132296,-3.36129,-0.175523,6.44099,-2.70292,-6.46113,-4.05377,-6.8288,-1.31999,0.13266,3.5691,3.5691,0.26776,0.991135,2.07603,2.07603,1.17519,3.01311,-0.124658,-0.124658,1.57182,0.763195,1.1528,1.1528,1.67668,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.221504,0.161146,0.279951,0.337399,-0.634528,-8.17405,5.80612,7.39219,-1.68781,6.43686,-4.24915,8.00974,0.0926221,-0.0244566,-0.0244566,9.74165,0.0450581,0.140212,0.140212,4.02935,0.0191235,-0.0247903,-0.0247903,0.0194678,0.770702,-0.109392,-0.109392,0.0924509,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.195454,0.433425,0.131953,0.239168,3.20776,1.74617,-7.92989,-8.24086,-4.52863,-7.99038,-9.8589,-5.84792,0.168972,2.32169,2.32169,0.101171,0.309031,0.259619,0.259619,0.45787,3.05539,-0.914177,-0.914177,0.00743263,0.0199278,-0.110922,-0.110922,1.87722,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.399803,0.0654246,0.198896,0.335876,4.83637,-6.90956,-5.02428,9.03281,0.0436725,-1.15448,0.476102,-8.05144,0.241426,0.58569,0.58569,1.60374,3.14635,-0.771178,-0.771178,2.19016,0.00426594,-0.0208722,-0.0208722,0.00108462,1.14706,-0.265369,-0.265369,0.0489256,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.106601,0.0785215,0.362833,0.452045,-5.92189,2.3563,-9.40179,-9.596,3.68448,9.49084,-1.60121,-6.88309,0.458825,-0.868998,-0.868998,1.52508,0.197061,0.281132,0.281132,0.0133281,1.29109e-05,-0.0493943,-0.0493943,0.261744,1.21813,-0.580528,-0.580528,0.355164,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.41993,0.380601,0.0231157,0.176353,-6.65637,-9.49154,1.40133,-4.82515,4.06567,8.30727,1.18718,-3.28841,0.000918475,0.604758,0.604758,2.69532,2.64802,0.0955999,0.0955999,1.57078,2.71958,0.497254,0.497254,0.481642,1.02277,-1.72521,-1.72521,1.00769,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.529793,0.112642,0.0256643,0.3319,-0.91702,5.29815,4.2004,-8.77956,1.78775,-4.50579,8.66497,-1.98454,0.0760398,-1.77559,-1.77559,2.10633,0.0717397,0.0340965,0.0340965,1.49685,1.77986,0.651282,0.651282,1.36,0.08363,-0.445704,-0.445704,0.0194673,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.167136,0.399534,0.310548,0.122782,6.72312,0.40115,-7.76971,5.10747,8.02644,7.54608,8.48938,-6.38891,0.103761,-0.974197,-0.974197,0.0735043,0.258106,1.56028,1.56028,0.418154,0.0924284,-0.625943,-0.625943,2.6501,0.0672352,1.83525,1.83525,0.105602,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.211483,0.251573,0.247328,0.289616,-1.42037,-0.587977,-0.941152,2.75279,2.2172,1.50001,2.82314,-1.26307,0.177003,-0.273692,-0.273692,6.17388,0.148496,0.0130828,0.0130828,3.3319,2.31069,1.66783,1.66783,0.284128,0.700023,3.34767,3.34767,0.00912632,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
